140,"Posiflex GmbH","Kaiserswerther Str. 85",Ratingen,40878,"49 (0) 2102 / 71465 - 0","49 (0) 2102 / 71465 - 22",info@posiflex.de,"Jubiläum 2014"
246,"Evonik Tego Chemie GmbH","Goldschmidtstraße 100 "," Essen",45127,"0201 173-06","0201 173-3000",info-tego@evonik.com,"Jubiläum 2014"
344,"api Computerhandels GmbH","Grüner Weg 22-24",Aachen,"52070 ","0241 / 9170-0","0241 / 9170-600",info@api.de,"Jubiläum 2014"
366,"QIAGEN GmbH","QIAGEN Str. 1",Hilden,40724,"02103 290",,,"Jubiläum 2014"
558,"RK Siebdrucktechnik GmbH","Nußbaumweg 31",Rösrath,"51503 ","02205 94997-0","02205 94997-77",info@rk-siebdruck.de,"Jubiläum 2014"
560,"Stender AG","Alte Poststraße 121 ",Schermbeck,"46514 ","02853 969-0 ","02853 969-22 ",,"Jubiläum 2014"
490,"Tandberg Data GmbH","Feldstrasse 81",Dortmund,44141,"0231 5436-110","0231 5436-111",salesemea@tandbergdata.com,"Jubiläum 2014"
561,"FELDER GmbH Löttechnik","Im Lipperfeld 11",Oberhausen,"46047 ","0208 85035-0","0208 26080",,"Jubiläum 2014"
110,"ETABO Energietechnik und Anlagenservice GmbH","Harpener Feld 16",Bochum,44805,"0234 - 5067-0","0234 - 5067-173",kontakt@eta-bochum.de,"Jubiläum 2014"
116,"Hospitaltechnik Planungsgesellschaft mbH","Hohenzollernstr. 11 ",Krefeld,47799," 02151 - 9597 0 ","02151 - 9597 10 ",info@ht-hospitaltechnik.de,"Jubiläum 2014"
433,"Kanzlei Meyer, Brockmeier, Becker  & Partner","Schillerstraße 35c",Minden,32427,"0571 83797-0","0571 83797-77",info@mbb-minden.de,"Jubiläum 2014"
85,"BBM Akustik Technologie GmbH","Alexanderstraße 50",Mülheim,45472,"0208 62524-0","0208 62524-11",info.muelheim@bbm-akustik.de,"Jubiläum 2014"
312,"COHAUSZ & FLORACK Patent- und Rechtsanwälte","Bleichstraße 14",Düsseldorf,40211,"0211-90 490-0","0211-90 490-49",mail@cohausz-florack.de,"Jubiläum 2014"
484,"Knauf USG Systems GmbH & Co. KG","Kipperstrasse 19 ",Dortmund,"44147 ","0231 8808 55 0","0 231 8808 55 31",info@knauf-usg-systems.com,"Jubiläum 2014"
52,"Medtronic GmbH","Earl-Bakken-Platz 1",Meerbusch,40670,02159-8149-0,02159-8149-100,webmaster.deutschland@medtronic.com,"Jubiläum 2014"
326,"Douglas Holding AG","Kabeler Straße 4",Hagen,"58099 ","02331 / 690-0","02331 / 690-271","info@douglas-holding.com ","Jubiläum 2014"
265,"Douglas Einkaufs- und Servicegesellschaft mbH & Co. KG ","Kabeler Straße 4",Hagen,58099,"0800 - 690 690 5","02331 - 690 71 78 ",service@douglas.de,"Jubiläum 2014"
6,"FUJIFILM Europe GmbH","Heesenstraße 31 ","Düsseldorf ","40549 ","0211 5089-0","0211 5089-344",,"Jubiläum 2014"
527,"AHV TÜV Pensionskasse","Kurfürstenstr. 56",Essen,"45138 ","0201 - 89809 0","0201 - 89809 42","versicherung@ahv-tuev.de ","Jubiläum 2014"
54,"Thalia Holding GmbH","Kabeler Straße 4",Hagen,58099,,,,"Jubiläum 2014"
149,"Vaillant Deutschland GmbH & Co. KG","Berghauser Str. 40 ",Remscheid,42859,"02191 18-0 ","02191 18-2810","info@vaillant.de ","Jubiläum 2014"
