117,"ICOM Software Research oHG","Martin-Schmeißer-Weg 11",Dortmund,44227,"02 31 / 55 69 91-0","02 31 / 55 69 91-13 ",Info@ICOMSoftware.de,"IT & Internet"
124,"ALYSS Software GmbH","Revierstraße 10",Dortmund,44379,"(0231) –  72 54 94 -0 ","(0231) 72 54 94 14"," info@alyss.de ","IT & Internet"
125,"antilo / Marke der net-and-phone GmbH","An der Palmweide 55",Dortmund,44225,"0231 177205 0 I10",,info@antilo.de,"IT & Internet"
128,"bee Baastrup EDV-Entwicklung GmbH","Schwanenwall 40",Dortmund,44135,"(0231) 58719 - 0","(0231) 58719 - 50",info@bee.de,"IT & Internet"
131,"Borm Informatik GmbH","Wellinghofer Amtsstrasse 31",Dortmund,44265,"0231 56 784 60","0231 56 784 610",,"IT & Internet"
137,"maximago GmbH","Am Brambusch 24",Lünen,44536,"(0) 231 58 69 67-0","(0) 231 58 69 67-90"," info@maximago.de","IT & Internet"
142,"CSG Pradtke GmbH","Kirchharpener Straße 46",Bochum,44805,0234-45984-0,0234-45984-66,info@csg-pradtke.de,"IT & Internet"
150,"VISUS Technology Transfer GmbH ","Universitätsstr. 136 ",Bochum,44799,"49 234 93693-0 ","49 234 93693-199 ","  info@visus.com ","IT & Internet"
152,"ASB Informationstechnik GmbH","Buschstr. 76",Duisburg-Hamborn,"47166 ","0203 93297-0","0203 314289",asbinfo@asbinfo.de,"IT & Internet"
155,"purpleview GmbH","Lindemannstraße 78",Dortmund,44137,"0231 55 74 02 0","0231 55 74 02 99",info@purpleview.de,"IT & Internet"
159,"Westfalen-Informatik AG","Emil-Figge Straße 86-90",Dortmund,44227," 02 31 / 77 70 - 0","02 31 / 77 70 - 133",info@wi-ag.de,"IT & Internet"
161,"unique Technische Dokumentation + Kommunikation GmbH ","Krefelder Str. 85 ",Düsseldorf,40549,"0211-50 65 37 0","0211- 50 65 37 -30",info@unique.de,"IT & Internet"
164,"innovas GmbH","Alsterstrasse 2",Hamburg,20354,"040 37 86 26 - 7000","040 37 86 26 - 7222",info@innovas.de,"IT & Internet"
171,"Aareon Wodis GmbH","Rheinlanddamm 199",Dortmund,44139,"0231 7751-0","0231 7751-190",info@wodis.de,"IT & Internet"
173,"Bitech AG","An der Schusterinsel 15",Leverkusen,51379," 02171/7230 0",,info@lev.bitech.de,"IT & Internet"
174,"BIXOLON Europe GmbH","Tiefenbroicher Weg 35",Düsseldorf,40472,"0211 - 68 78 54 0 ","0211 - 68 78 54 20  ","info@bixolon.de ","IT & Internet"
182,"x-doc-solution GmbH ","Igepa-Ring 1",Leipzig,04356,"034602 / 61-680","034602 / 61-6892"," info@x-doc-solution.de","IT & Internet"
202,"Tetenal Europe GmbH","Schützenwall 31-35",Norderstedt,22844,"0049 (0) 40 ? 521 45 - 0","0049 (0) 40? 521 45 ? 296",germany@tetenal.com,"IT & Internet"
223,"RWE IT GmbH","Huyssenallee 22-30",Essen,45128,"49 (0) 201/12-066","49 (0) 201/12-21389",,"IT & Internet"
233,"Westcon Group European Operations Ltd. - Deutschland"," Dahlener Straße 570"," Mönchengladbach",41239,"+49 (0) 2166 14464-0","+49 (0) 2166 14464-290",info@de.westcon.com,"IT & Internet"
267,"LÄMMERZAHL GmbH","Am Uhlenhorst 1",Dortmund,44225,"0231 177 94 - 0","0231 177 94 - 50",info@laemmerzahl.de,"IT & Internet"
285,"SMF KG","Paul-Henri-Spaak-Str. 5",Dortmund,44263,"0231 9644 0","0231 9644 100",info@smf.de,"IT & Internet"
288,"DICOM Deutschland GmbH","Musikweg 4",Oberhausen,46047,"0208 88045700","0208 8804-5705","sales.de@dicom.com ","IT & Internet"
290,"ComTel Systemhaus GmbH & Co. KG","Albert- Schweitzer- Strasse 4 |",Philippsburg,76661,"07256 923097 0","07256 923097 951",,"IT & Internet"
294,"MesserSoft Messer Bracht Software GmbH","Freie-Vogel-Straße 391",Dortmund,44269,"0231 53469 0","0231 53469 199",,"IT & Internet"
300,"ISL GmbH","Bergstr. 128",Hagen,58095,02331/34956-0,02331/34956-29," info@isl.de","IT & Internet"
307,"Knipp  Medien und Kommunikation GmbH","Martin-Schmeißer-Weg 9",Dortmund,"44227 ","0231 9703-0 ","0231 9703-200 ","info@knipp.de ","IT & Internet"
325,"TRIGON Business Intelligence GmbH & Co. KG","Kaiserswerther Straße 115",Ratingen,"40880 ","02102 - 42 06 30","02102 - 42 06 2",info@trigon-bi.de,"IT & Internet"
327,"windream GmbH","Wasserstraße 219",Bochum,44799,"0234 9734-0","0234 9734-520","info@windream.com ","IT & Internet"
328,"LIS Logistische Informationssysteme AG ","Hansaring 27",Greven,"48268 ","02571-929 01","02571-929 260",info@lis.eu,"IT & Internet"
336,"PROSOZ Herten GmbH","Ewaldstraße 261",Herten,"45699 ","02366 1 88 - 0","02366 1 88 - 111",info@prosoz.de,"IT & Internet"
349,"Finanz Informatik GmbH & Co. KG","Theodor-Heuss-Allee 90","Frankfurt / Main","60486 ","069 74329-0",,,"IT & Internet"
357,"OSB AG","Schwanthalerstrasse 69  ","München ","80336 ","089 - 23 88 57 - 500","089 - 23 88 57 - 400",info@osb-ag.de,"IT & Internet"
359,"Top Image Systems (TIS) ","Im Mediapark 8 ",Köln,50670,"0221 93313-100","0221 93313-500",contact@topimagesystems.de,"IT & Internet"
367,"arvato systems GmbH ","An der Autobahn 200",Gütersloh,33333,"05241 80-80 888","05241 80-80 666",info@arvato.de,"IT & Internet"
371,"Medatixx GmbH & Co. KG","Stockholmer Allee 32b ",Dortmund,44269,"0231 9 63 24-0 "," 0231 9 63 24-444",info.west@medatixx.de,"IT & Internet"
380,"objective partner AG","Bergstraße 45/1 ",Weinheim,"69469 ","06201 39860","06201 398612",info@objective-partner.de,"IT & Internet"
393,"Shelter GmbH","Hasselsweilerstrasse 2a",Titz,52445,"02463 65 189-0","02463 65 189-44",h.schmidt@shelter-com.de,"IT & Internet"
419,"Store Media GmbH","Curt-Frenzel-Straße 10  ",Augsburg,"86167 ","0821 5087780",,,"IT & Internet"
430,"AKG Software Consulting GmbH","Uhlandstr. 12",Heitersheim,79423,"07634 5612-416","07634 5612-300",info@akgsoftware.de,"IT & Internet"
461,"3D-High-Tec Poschmann GmbH","Gewerbering 40",Schalksmühle,58579,02355-50500,02355-505035,3DHT@formpool.com,"IT & Internet"
308,"DW Document World GmbH & Co. KG","Carl-Schurz-Straße 2",Neuss,"41460 ","02131 73992-0","02131 73992-111","info@documentworld.de ","IT & Internet"
463,"edataprocessing GmbH","Am Bugapark 60",Gelsenkirchen,"45899 ","0209 / 1772 - 0",,"info@edataprocessing.de ","IT & Internet"
474,"Beckhoff Automation GmbH","Eiserstraße 5",Verl,33415,"052 46 / 9 63 - 0","052 46 / 9 63 - 198","info@beckhoff.de ","IT & Internet"
455,"Ubisoft GmbH","Adlerstr. 74",Düsseldorf,40211,"(0211) 33800 0"," (0211) 33800 152 ",,"IT & Internet"
484,"Knauf USG Systems GmbH & Co. KG","Kipperstrasse 19 ",Dortmund,"44147 ","0231 8808 55 0","0 231 8808 55 31",info@knauf-usg-systems.com,"IT & Internet"
485,"VivaKi Services GmbH","Schirmerstrasse 76 ","Düsseldorf ","40211 ","0211 17540-0","0211 17540-9881",info@vivaki.de,"IT & Internet"
486,"Actebis Peacock GmbH","Lange Wende 43 ",Soest,"59494 ","02921/ 99- 0","02921/ 99- 92599",info@actebispeacock.com,"IT & Internet"
487,"itec systems AG","Voelklinger Str. 4 ","Düsseldorf ","40219 ",0211.311.159.0,0211.311.159.10,info@itec.ag,"IT & Internet"
488,ITB-GmbH,"Carl-Friedrich-Gauß-Str. 30 ","Kamp-Lintfort ","47475 ","02842 / 92 737 - 0 "," 02842 / 92 737 - 99","info@itb-web.de ","IT & Internet"
496,"LOGIBALL GmbH","Westring 303 ",Herne,44629,"02323 925 0","02323 925 551",info@logiball.de,"IT & Internet"
500,"KemCom GmbH","Hochstaufenring 57a ",Köln,"50674 ","0221 / 677 852 -0 ","0221 / 677 852 - 99",info@kemcom.de,"IT & Internet"
502,"Redwood Software ","Franz-Rennefeld-Weg 4 ","Düsseldorf    ","40472 ",0211/5306353,,info@redwood.com,"IT & Internet"
503,"Blue Byte GmbH","Adlerstr. 74",Düsseldorf,40211,"(0211) 33800 0","(0211) 33800 152",,"IT & Internet"
525,"ELOMECH Elektroanlagen GmbH","Mainstraße 21 ","Mülheim an der Ruhr ","45478 ","0208 58 87 0","0208 58 87 299",,"IT & Internet"
44,"adcon Gesellschaft für EDV-Dienstleistung/Beratung mbH","An der Goymark 23 ",Dortmund,44263,"0231 946164-0 ","0231 946164-14",info@adcon.de,"IT & Internet"
47,"ADN – Advanced Digital Network Distribution GmbH","Josef-Haumann-Straße 10",Bochum,44866,"02327 9912-0","02327 9912-540",info@adn.de,"IT & Internet"
127,"Bürotechnik Schweinsberg GmbH & Co. KG","Alter Hellweg 46 ",Dortmund,44379,"0231 96 10 45 0 ","0231 96 10 45 11",info@btsdo.de,"IT & Internet"
132,"Netfloh GmbH","Geschwister Schollstraße 2a",Bönen,59199,"02383 5888250","02383 5888270",info@netfloh.de,"IT & Internet"
243,"Itellium Holding GmbH","Zeppelinstrasse 301","Mülheim an der Ruhr","45470 ","0208/37780-0 ",,"communication@itellium.com  ","IT & Internet"
244,"reBuy reCommerce GmbH ","Kanalstraße 139",Berlin,"12357 ","030 / 565 995 822","030 / 565 995 850 ",support@rebuy.de,"IT & Internet"
253,"getit GmbH","Emil-Figge-Straße 76-80",Dortmund,44227,0231.9742.300,0231.9742.356,info@getit.de,"IT & Internet"
262,"Remira GmbH","Konrad-Zuse-Straße 3 ",Bochum,44801,"0234 9747170",,mate@remira.de,"IT & Internet"
306,"Ecultor GmbH & Co. KG","Holtkamp 19",Rhede,"46414 ","02872 / 9482630","02872 / 9482649",info@ecultor.de,"IT & Internet"
343,"Teradata GmbH ","Ulmer Straße 160",Augsburg,"86156 ","0821 4480 4000  ",,,"IT & Internet"
344,"api Computerhandels GmbH","Grüner Weg 22-24",Aachen,"52070 ","0241 / 9170-0","0241 / 9170-600",info@api.de,"IT & Internet"
392,"Computacenter AG & Co. oHG","Europaring 34-40",Kerpen,50170,"02273 5 97-0","02273 5 97-1300 ",communications.germany@computacenter.com,"IT & Internet"
447,"CommVault Systems GmbH","Lessingstraße 11",Oberhausen,46149,"0208 468460",,,"IT & Internet"
490,"Tandberg Data GmbH","Feldstrasse 81",Dortmund,44141,"0231 5436-110","0231 5436-111",salesemea@tandbergdata.com,"IT & Internet"
509,"NK Networks & Services GmbH","Von-der-Wettern-Str. 15",Köln,"51149 ","02203 1025-0","02203 1025-450",info@axians.de,"IT & Internet"
513,"ESN innovo GmbH","Wasserstr. 221",Bochum,"44799 ",0234/97133-0,"0234/97133-99 ",info@esn-innovo.de,"IT & Internet"
516,"Swyx Solutions AG ","Joseph-von-Fraunhofer-Str. 13a",Dortmund,"44227 ","0231 4777-0","0231 4777-444",office@swyx.com,"IT & Internet"
521,"GTtec GmbH","Im Siebenborn 33",Wipperfürth,"51688 ","02972 390769-0","02972 390769-9",info@gttec-gmbh.com,"IT & Internet"
532,"E.ON IT GmbH","Humboldtstraße 33",Hannover,30169,,,,"IT & Internet"
551,"O-C-S-S GmbH","Ustroner Straße 10","Neukirchen - Vluyn ","47506 ","02845 94196-4","02845 94196-9","info@o-c-s-s.net ","IT & Internet"
598,"G Data Software AG","Königsallee 178b",Bochum,"44799 ","0234 / 97 62-0",,"info@gdata.de ","IT & Internet"
599,"GOEKE GmbH","Rheinlanddamm 99",Dortmund,"44139 ","0231 699 000-0","0231 699 000-30",info@goeke.de,"IT & Internet"
603,"retailsolutions GmbH","Science Park 2",Saarbrücken,"66123 ","0681 959 2871","0681 959 2872",kontakt@retailsolutions.de,"IT & Internet"
